"COUNTRY","Country","VARIABLE","Variable","SOURCE","Source","YEAR","Year","Value","Flag Codes","Flags"
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",72925715,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",74159945,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",74098965,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",76088237,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",78884000,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",81178832,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2018","2018",84078152,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2019","2019",85982019,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2020","2020",47407770,,
"AUT","Austria","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2021","2021",35752747,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2008","2008",4015656,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2009","2009",4014920,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2010","2010",3836815,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2011","2011",3931251,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2012","2012",4232716,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2013","2013",4273601,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2014","2014",4000131,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2015","2015",4247063,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2016","2016",4514372,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2017","2017",4865489,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2018","2018",5215632,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2019","2019",5404195,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2020","2020",3734666,,
"AUT","Austria","INB_ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","SUPPLY","Tourism supply surveys","2021","2021",4281527,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2008","2008",18100276,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2009","2009",17639929,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2010","2010",17271191,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2011","2011",17056017,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2012","2012",17893486,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2013","2013",18440826,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2014","2014",18133931,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2015","2015",18488873,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2016","2016",19465063,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2017","2017",19932796,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2018","2018",21135951,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2019","2019",21378638,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2020","2020",15137186,,
"AUT","Austria","INB_ACCOMM_PRIVATE_NIGHTS","Private accommodation","SUPPLY","Tourism supply surveys","2021","2021",9929865,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2008","2008",5819853,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2009","2009",5451600,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2010","2010",5771650,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2011","2011",6076926,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2012","2012",6145711,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2013","2013",6227649,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2014","2014",6388967,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2015","2015",6439780,"B","Break"
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2016","2016",5556519,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2017","2017",6312587,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2018","2018",6700260,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2019","2019",6800455,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2020","2020",1804165,,
"BEL","Belgium","INB_ARRIVALS_OVERNIGHT","Overnight visitors (tourists)","SUPPLY","Tourism supply surveys","2021","2021",2312767,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2008","2008",621934,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2009","2009",607863,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2010","2010",640451,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2011","2011",664550,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2012","2012",636728,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2013","2013",657785,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2014","2014",667288,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2015","2015",698056,"B","Break"
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2016","2016",613521,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2017","2017",701040,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2018","2018",726000,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2019","2019",755731,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2020","2020",233756,,
"BEL","Belgium","DEU","Germany","SUPPLY","Tourism supply surveys","2021","2021",267816,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2008","2008",264189,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2009","2009",259442,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2010","2010",307875,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2011","2011",337147,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2012","2012",315222,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2013","2013",313681,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2014","2014",340432,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2015","2015",329234,"B","Break"
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2016","2016",272885,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2017","2017",348429,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2018","2018",345105,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2019","2019",346353,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2020","2020",66282,,
"BEL","Belgium","ESP","Spain","SUPPLY","Tourism supply surveys","2021","2021",87802,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2008","2008",903081,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2009","2009",921253,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2010","2010",963845,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2011","2011",1008316,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2012","2012",984966,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2013","2013",1008373,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2014","2014",1007170,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2015","2015",956663,"B","Break"
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2016","2016",883366,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2017","2017",963300,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2018","2018",1009842,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2019","2019",1036259,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2020","2020",391446,,
"BEL","Belgium","FRA","France","SUPPLY","Tourism supply surveys","2021","2021",570917,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2008","2008",953565,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2009","2009",784282,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2010","2010",795722,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2011","2011",793023,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2012","2012",813385,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2013","2013",847770,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2014","2014",880228,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2015","2015",872576,"B","Break"
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2016","2016",702332,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2017","2017",716619,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2018","2018",752602,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2019","2019",693110,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2020","2020",135729,,
"BEL","Belgium","GBR","United Kingdom","SUPPLY","Tourism supply surveys","2021","2021",69114,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2008","2008",222647,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2009","2009",220777,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2010","2010",242079,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2011","2011",262177,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2012","2012",256170,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2013","2013",259112,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2014","2014",276201,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2015","2015",267713,"B","Break"
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2016","2016",202679,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2017","2017",227975,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2018","2018",250414,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2019","2019",262888,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2020","2020",63681,,
"BEL","Belgium","ITA","Italy","SUPPLY","Tourism supply surveys","2021","2021",79074,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2008","2008",1102665,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2009","2009",1089867,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2010","2010",1154451,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2011","2011",1170608,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2012","2012",1174775,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2013","2013",1093336,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2014","2014",1053476,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2015","2015",1044476,"B","Break"
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2016","2016",965561,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2017","2017",1031845,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2018","2018",1036815,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2019","2019",1038372,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2020","2020",360787,,
"BEL","Belgium","NLD","Netherlands","SUPPLY","Tourism supply surveys","2021","2021",610686,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2008","2008",258242,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2009","2009",245609,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2010","2010",276336,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2011","2011",306789,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2012","2012",308519,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2013","2013",306495,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2014","2014",342609,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2015","2015",361948,"B","Break"
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2016","2016",274895,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2017","2017",335403,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2018","2018",382654,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2019","2019",406797,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2020","2020",62400,,
"BEL","Belgium","USA","United States","SUPPLY","Tourism supply surveys","2021","2021",66442,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2008","2008",11119811,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2009","2009",10336598,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2010","2010",10854245,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2011","2011",11436408,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2012","2012",11546413,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2013","2013",11624497,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2014","2014",12081835,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2015","2015",12034552,"B","Break"
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2016","2016",10215070,,
"BEL","Belgium","INB_ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","SUPPLY","Tourism supply surveys","2017","2017",11631915,,
